FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
181204;0000;28;;;
181205;0000;27;;;
181206;0000;36;;;
181207;0000;45;;;
181208;0000;29;;;
181209;0000;21;;;
181210;0000;24;;;
181211;0000;15;;;
181212;0000;16;;;
181213;0000;16;;;
181214;0000;14;;;
181215;0000;21;;;
181216;0000;17;;;
181217;0000;25;;;
181218;0000;26;;;
181219;0000;22;;;
181220;0000;20;;;
181221;0000;23;;;
181222;0000;26;;;
181223;0000;22;;;
181224;0000;19;;;
181225;0000;17;;;
181226;0000;22;;;
181227;0000;25;;;
181228;0000;19;;;
181229;0000;24;;;
181230;0000;21;;;
