FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180410;0000;11;;;
180411;0000;47;;;
180412;0000;24;;;
180413;0000;36;;;
180414;0000;59;;;
180415;0000;43;;;
180416;0000;46;;;
180417;0000;48;;;
180418;0000;56;;;
180419;0000;47;;;
180420;0000;22;;;
180421;0000;20;;;
180422;0000;37;;;
180423;0000;74;;;
180424;0000;56;;;
180425;0000;43;;;
180426;0000;30;;;
180427;0000;49;;;
180428;0000;73;;;
180429;0000;;;;
180430;0000;70;;;
180501;0000;22;;;
180502;0000;18;;;
180503;0000;37;;;
180504;0000;91;;;
180505;0000;59;;;
180506;0000;80;;;
180507;0000;64;;;
180508;0000;20;;;
180509;0000;27;;;
180510;0000;51;;;
180511;0000;72;;;
180512;0000;60;;;
180513;0000;11;;;
180514;0000;28;;;
180515;0000;70;;;
180516;0000;50;;;
180517;0000;23;;;
180518;0000;67;;;
180519;0000;62;;;
180520;0000;72;;;
180521;0000;146;;;
180522;0000;188;;;
180523;0000;194;;;
180524;0000;121;;;
180525;0000;70;;;
180526;0000;35;;;
180527;0000;35;;;
180528;0000;25;;;
180529;0000;68;;;
180530;0000;75;;;
180531;0000;99;;;
180601;0000;85;;;
180602;0000;149;;;
180603;0000;110;;;
180604;0000;92;;;
180605;0000;47;;;
180606;0000;115;;;
180607;0000;74;;;
180608;0000;52;;;
180609;0000;32;;;
180610;0000;39;;;
180611;0000;72;;;
180612;0000;105;;;
180613;0000;112;;;
180614;0000;57;;;
180615;0000;70;;;
180616;0000;180;;;
180617;0000;62;;;
180618;0000;84;;;
180619;0000;75;;;
180620;0000;43;;;
180621;0000;46;;;
180622;0000;44;;;
180623;0000;88;;;
180624;0000;96;;;
180625;0000;18;;;
180626;0000;18;;;
180627;0000;50;;;
180628;0000;66;;;
180629;0000;26;;;
180630;0000;26;;;
180701;0000;71;;;
180702;0000;68;;;
180703;0000;76;;;
180704;0000;5;;;
180705;0000;8;;;
180706;0000;22;;;
180707;0000;100;;;
180708;0000;101;;;
180709;0000;99;;;
180710;0000;68;;;
180711;0000;89;;;
180712;0000;41;;;
180713;0000;12;;;
180714;0000;26;;;
180715;0000;95;;;
180716;0000;69;;;
180717;0000;44;;;
180718;0000;72;;;
180719;0000;97;;;
180720;0000;66;;;
180721;0000;53;;;
180722;0000;88;;;
180723;0000;109;;;
180724;0000;115;;;
180725;0000;190;;;
180726;0000;136;;;
180727;0000;104;;;
180728;0000;79;;;
180729;0000;38;;;
180730;0000;77;;;
180731;0000;123;;;
180801;0000;169;;;
180802;0000;44;;;
180803;0000;39;;;
180804;0000;24;;;
180805;0000;11;;;
180806;0000;10;;;
180807;0000;56;;;
180808;0000;135;;;
180809;0000;153;;;
180810;0000;126;;;
180811;0000;66;;;
180812;0000;35;;;
180813;0000;57;;;
180814;0000;62;;;
180815;0000;96;;;
180816;0000;66;;;
180817;0000;23;;;
180818;0000;102;;;
180819;0000;112;;;
180820;0000;103;;;
180821;0000;50;;;
180822;0000;28;;;
180823;0000;28;;;
180824;0000;43;;;
180825;0000;52;;;
180826;0000;31;;;
180827;0000;61;;;
180828;0000;33;;;
180829;0000;27;;;
180830;0000;99;;;
180831;0000;58;;;
180901;0000;40;;;
180902;0000;37;;;
180903;0000;39;;;
180904;0000;46;;;
180905;0000;32;;;
180906;0000;66;;;
180907;0000;80;;;
180908;0000;77;;;
180909;0000;43;;;
180910;0000;47;;;
180911;0000;31;;;
180912;0000;25;;;
180913;0000;24;;;
180914;0000;26;;;
180915;0000;51;;;
180916;0000;23;;;
180917;0000;15;;;
180918;0000;16;;;
180919;0000;13;;;
180920;0000;8;;;
180921;0000;9;;;
180922;0000;10;;;
180923;0000;29;;;
180924;0000;37;;;
180925;0000;25;;;
180926;0000;39;;;
180927;0000;9;;;
180928;0000;10;;;
180929;0000;7;;;
180930;0000;15;;;
181001;0000;33;;;
181002;0000;24;;;
181003;0000;47;;;
181004;0000;24;;;
181005;0000;26;;;
181006;0000;20;;;
181007;0000;15;;;
181008;0000;11;;;
181009;0000;29;;;
181010;0000;28;;;
181011;0000;12;;;
181012;0000;28;;;
181013;0000;28;;;
181014;0000;15;;;
181015;0000;11;;;
181016;0000;10;;;
181017;0000;12;;;
181018;0000;12;;;
181019;0000;10;;;
181020;0000;14;;;
181021;0000;21;;;
181022;0000;23;;;
181023;0000;18;;;
181024;0000;22;;;
181025;0000;25;;;
181026;0000;10;;;
181027;0000;8;;;
181028;0000;7;;;
181029;0000;6;;;
181030;0000;11;;;
181031;0000;16;;;
181101;0000;15;;;
181102;0000;10;;;
181103;0000;10;;;
181104;0000;9;;;
181105;0000;15;;;
181106;0000;12;;;
181107;0000;10;;;
181108;0000;10;;;
181109;0000;9;;;
181110;0000;10;;;
181111;0000;15;;;
181112;0000;13;;;
181113;0000;8;;;
181114;0000;5;;;
181115;0000;7;;;
181116;0000;14;;;
181117;0000;11;;;
181118;0000;;10;;
181119;0000;8;;;
181120;0000;8;;;
181121;0000;3;;;
181122;0000;7;;;
181123;0000;7;;;
181124;0000;7;;;
181125;0000;6;;;
181126;0000;7;;;
181127;0000;6;;;
181128;0000;7;;;
181129;0000;6;;;
181130;0000;6;;;
181201;0000;8;;;
181202;0000;9;;;
181203;0000;9;;;
181204;0000;7;;;
181205;0000;5;;;
181206;0000;9;;;
181207;0000;12;;;
181208;0000;8;;;
181209;0000;6;;;
181210;0000;7;;;
181211;0000;4;;;
181212;0000;5;;;
181213;0000;5;;;
181214;0000;5;;;
181215;0000;6;;;
181216;0000;5;;;
181217;0000;6;;;
181218;0000;7;;;
181219;0000;5;;;
181220;0000;4;;;
181221;0000;4;;;
181222;0000;6;;;
181223;0000;4;;;
181224;0000;4;;;
181225;0000;3;;;
181226;0000;8;;;
181227;0000;11;;;
181228;0000;6;;;
181229;0000;11;;;
181230;0000;8;;;
